,종류,공고번호,발견장소,특징,성별,상태
4524,경기-화성-2024-00991,우정읍 주곡리 16..,없음,암컷,방사,코숏|삼색
4528,대구-동구-2024-00154,대구시 동구 안심뉴..,건강 양호,암컷,방사,KSH|태비
4532,경기-파주-2024-00358,도감로 178번길 ..,특이사항 없음,수컷,방사,코리아숏헤어|치즈
4536,서울-광진-2024-00205,광장동 102 일대..,암컷제반처치,암컷,방사,코숏|진갈흰
4540,대구-동구-2024-00153,대구시 동구 안심뉴..,건강 양호,암컷,방사,KSH|치즈
4544,서울-광진-2024-00206,광장동 102 일대..,암컷제반처치,암컷,방사,코숏|연갈줄흰
4548,전북-군산-2024-00373,계산2길 92 한남..,-,수컷,방사,코리안숏헤어|고등어태비
4552,울산-동구-2024-00126,화암7길 39 주차..,순함,암컷,방사,코숏|삼색
4556,경기-수원-2024-00297,파장동 399-1 ..,.,수컷,방사,코숏|노랑젖소
4560,경기-평택-2024-00398,경기도 평택시 현덕..,삼색이,암컷,방사,코리안숏헤어|삼색이
4564,인천-부평-2024-00102,부평문화로141번길..,없음,암컷,방사,한국고양이|노랑+흰색
4568,경남-진주-2024-00833,평거동 진주통닭 인..,나이에 비해 경계 ..,수컷,방사,코숏|치즈
4572,전북-정읍-2024-00567,소성 방월1길78,없음,암컷,방사,코숏|갈색.흰색
4576,경기-화성-2024-00983,우정읍 호곡리 23..,없음,수컷,방사,코숏|치즈
4580,경남-거제-2024-00604,연초면 효촌마을,없음,암컷,방사,코숏|황갈색
4584,경기-화성-2024-00990,우정읍 호곡리 21..,없음,암컷,방사,코숏|치즈
4588,경기-화성-2024-00989,우정읍 호곡리 21..,없음,수컷,방사,코숏|치즈
4592,경북-문경-2024-00167,산양우본,없음,수컷,방사,"한국고양이|검정,흰색"
4596,경기-수원-2024-00296,파장동 100-2 ..,.,수컷,방사,코숏|젖소
4600,경남-거제-2024-00603,연초면 효촌마을,없음 (포획사진분실..,수컷,방사,코숏|황색
4604,경기-화성-2024-00986,우정읍 호곡리 23..,없음,수컷,방사,코숏|치즈
4608,대구-수성-2024-00250,파동로25길8-5,-,수컷,방사,코숏|치즈태비
4612,강원-삼척-2024-00175,강원남부로3880-..,없슴,암컷,방사,코숏|흑백
4616,충북-제천-2024-00134,강천길3-45,4101600 10..,수컷,방사,한국고양이|갈색 흰색
4620,충북-청주-2024-01126,내수읍 마산리 19..,없음,암컷,방사,코숏|검정 갈색
4624,경기-안산-2024-00622,건건8길10 e편한..,없음,수컷,방사,한국고양이|흰검
4628,대구-동구-2024-00148,대구시 동구 반야월..,왼쪽 눈 적출함,암컷,방사,KSH|고등어
4632,경기-시흥-2024-00352,오이도로135번길4..,사나움,암컷,방사,한국길고양이|젖소
4636,충남-서천-2024-00112,충청남도 서천군 서..,"전신 흰,갈색에 좌..",암컷,방사,한국산고양이|갈/흰/검
4640,경기-평택-2024-00397,경기도 평택시 현덕..,흰색/노랑점,수컷,방사,코리안숏헤어|흰색/노랑점
4644,경남-고성-2024-00824,삼산면 두포1길16..,없음,암컷,방사,한국고양이|흑갈색
4648,대구-남구-2024-00072,대구 남구 대명로 ..,무,수컷,방사,코숏|검정색
4652,서울-마포-2024-00167,연남로13길13,건강검진특이사항없음..,암컷,방사,코숏|검정
4656,경기-파주-2024-00319,운정안길 86-8,예민함,암컷,방사,코숏|턱시도
4660,서울-송파-2024-00513,마천동342-1,없음,암컷,방사,코숏|검정
4664,경남-고성-2024-00825,삼산면 두포1길16..,없음,수컷,방사,한국고양이|갈색/흰색
4668,경기-수원-2024-00294,파장동 23-2,.,수컷,방사,코숏|고등어
4672,전남-광양-2024-00240,진월면 망덕분재마을..,특이사항 없음,암컷,방사,믹스|흑갈줄무늬
4676,경기-수원-2024-00293,파장동 23-2,.,수컷,방사,코숏|치즈태비
4680,충북-제천-2024-00133,내토로9길9-4,4101600 10..,수컷,방사,한국고양이|갈색 흰색
4684,경기-고양-2024-00532,중산동1712 안곡..,,수컷,방사,ksh|턱시도
4688,경기-고양-2024-00538,중산동1841 11..,,수컷,방사,ksh|고등어
4692,경기-고양-2024-00537,중산동1841 성아..,,수컷,방사,ksh|검정
4696,서울-양천-2024-00274,곰달래로7길57 (..,사나움,암컷,방사,한국고양이|흰
4700,충남-태안-2024-00261,원이로 302 해송..,없음,수컷,방사,KSH|흰색바탕에 밤색
4704,경기-시흥-2024-00351,정왕동 건영2차아파..,온순하고 애교많음,암컷,방사,한국길고양이|고등어
4708,경기-고양-2024-00540,중산동19-7,,암컷,방사,ksh|턱시도
4712,경기-고양-2024-00536,중산동1716 생태..,,암컷,방사,ksh|카오스
4716,경기-남양주-2024-00987,신월리312-3,"사나움,진통제 투여..",암컷,방사,k.c.|흑갈백
4720,대구-수성-2024-00248,파동로84,-,수컷,방사,코숏|치즈태비
4724,경남-고성-2024-00859,구만면 당산길,온순하다,수컷,방사,코리안숏헤어|검은색 노란색 흰색
4728,경기-남양주-2024-00989,신월리312-3,"사나움,진통제 투여..",수컷,방사,k.c.|흑백
4732,강원-속초-2024-00116,장재터마을,특이사항 없음,암컷,방사,코숏|황/흑
4736,경남-양산-2024-00203,하북면평산마을2길1..,검정흰색,수컷,방사,코숏|검정흰색
4740,경기-남양주-2024-00986,신월리312-3,"사나움,진통제 투여..",암컷,방사,k.c.|삼색
4744,경남-양산-2024-00204,하북면신평로24,노랑흰색,수컷,방사,코숏|노랑흰색
4748,충남-보령-2024-00271,충청남도 보령시 주..,x,암컷,방사,ksh|검흰
4752,경남-통영-2024-00251,산양 일주로 149..,없음,암컷,방사,코숏|고등어
4756,충남-부여-2024-00210,충청남도 부여군 규..,없음,암컷,방사,코리안숏헤어|삼색태비
4760,전북-군산-2024-00372,해망로 593 롯데..,.,암컷,방사,코리안숏헤어|카오스
4764,경기-고양-2024-00534,중산동1700 배드..,,수컷,방사,ksh|턱시도
4768,충남-보령-2024-00270,충청남도 보령시 천..,x,수컷,방사,ksh|흰갈
4772,경기-고양-2024-00531,백마3단지,,수컷,방사,ksh|젖소
4776,경기-안산-2024-00627,와동 쌍용빌라,없음,수컷,방사,코숏|치즈
4780,제주-제주-2024-01186,아라이동 간월동로 ..,.,수컷,방사,코리안숏헤어|치즈
4784,제주-서귀포-2024-00436,태위로 977번길 ..,턱시도,수컷,방사,한국고양이|검정/흰색
4788,경기-고양-2024-00528,후곡18단지,,수컷,방사,ksh|턱시도
4792,충남-태안-2024-00262,근흥면 낭금길 42..,순하고 잘따름,수컷,방사,믹스|흑백색
4796,충남-천안-2024-00721,원거리5길 19,없음,암컷,방사,코숏|머리삼색얼룩
4800,경남-고성-2024-00821,회화면 배둔시장A동..,없음,수컷,방사,한국고양이|흑갈색
4804,서울-중구-2024-00141,칠패로37,없음,암컷,방사,한국고양이|흰색노랑
4808,경기-의정부-2024-00307,추동로 92번길 7..,컨베니아,암컷,방사,ksh|삼색
4812,강원-춘천-2024-00385,석사동654-3,.,암컷,방사,코숏|턱사도
4816,전남-광양-2024-00239,광영로4 주변,이상없음,암컷,방사,코리안숏|흰/검
4820,충남-천안-2024-00733,천안시 서북구 천안..,없음,암컷,방사,터키쉬앙고라|흰색
4824,전남-광양-2024-00236,광양시 광영로4 주..,이상없음,암컷,방사,코리안숏|삼색
4828,울산-울주-2024-00294,두동면 하월 회관 ..,상태양호,암컷,방사,코숏|옅은갈색/노랑
4832,울산-울주-2024-00296,두동면 하월 회관 ..,상태양호,암컷,방사,코숏|옅은회색/검정줄무늬
4836,경남-함양-2024-00119,함양군 지곡면 주곡..,예민함,암컷,방사,한국고양이|삼색(검정색/갈색/흰색)
4840,충북-청주-2024-01122,내수읍 구성신화동길..,없음,수컷,방사,코숏|노랑 흰색
4844,울산-울주-2024-00297,상북면 후리2길 1..,상태양호,암컷,방사,코숏|흰색/검은줄
4848,충북-청주-2024-01121,내수읍 구성신화동길..,없음,수컷,방사,코숏|노랑 흰색
4852,울산-울주-2024-00293,두동면 하월 회관 ..,상태양호,수컷,방사,코숏|흰색/쥐색
4856,충북-청주-2024-01124,옥산면 덕촌 삼성골..,없음,암컷,방사,코숏|검정 회색 흰색
4860,서울-노원-2024-00268,공릉1동571-18..,방사지연 : 우천,수컷,방사,코숏|치즈
4864,서울-중랑-2024-00338,사가정로45길18,없음,암컷,방사,코숏|삼색
4868,경기-광주-2024-00719,광주시 머루숯길 4..,길고양이,수컷,방사,한국고양이|고등어색
4872,충남-아산-2024-01025,영인면 성내길 36..,없음,암컷,방사,코리안숏|삼색이
4876,충남-천안-2024-00712,성환18길25 퓨전..,없음,수컷,방사,고등어|고등어
4880,전남-나주-2024-00118,나주시노안면용암길7..,약간 사나움,암컷,방사,한국고양이|갈흰
4884,광주-서구-2024-00218,쌍촌동 927-82..,없음,암컷,방사,코숏|노
4888,광주-광주광역시-2024-00655,남구 월산교회 11..,없음,수컷,방사,코숏|흰.검
4892,서울-중랑-2024-00342,용마산로136가길3..,없음,암컷,방사,코숏|흰색검정
4896,광주-광산-2024-00212,광산구 송정서교1길..,없음,암컷,방사,코숏|갈.검.흰
4900,충남-아산-2024-01024,도고면 온천대로 1..,없음,수컷,방사,코리안숏|고등어흰색
4904,경기-하남-2024-00240,하남대로 94-1,귀진드기 기생충감염..,암컷,중성화,코숏|고등어
4908,경기-남양주-2024-00988,신월리312-3,"사나움,진통제 투여..",수컷,방사,k.c.|흑백
4912,경기-광주-2024-00734,광주시 봉골길 22..,길고양이,수컷,방사,한국고양이|검백색
4916,광주-서구-2024-00215,쌍촌동 1199-6..,설사,수컷,방사,"코숏|흰,노"
4920,경기-광주-2024-00736,광주시 봉골길 22..,길고양이,암컷,방사,한국고양이|삼색
4924,경기-광주-2024-00722,광주시 무갑길 98..,길고양이,암컷,방사,한국고양이|고등어색
4928,광주-동구-2024-00117,동구 소태동 하늘농..,없음,암컷,방사,코숏|흰.검
4932,경기-광주-2024-00724,광주시 경안천로 1..,길고양이,수컷,방사,한국고양이|검백색
4936,경기-광주-2024-00716,광주시 무갑길 98..,길고양이,수컷,방사,한국고양이|노랑색
4940,광주-남구-2024-00057,광주광역시 남구 월..,특이사항 없음,수컷,중성화,코리안숏헤어|흰
4944,경남-창원-2024-00490,(사림동)사림동 1..,없음,미상,포획,한국고양이|노랑 흰색
4948,광주-남구-2024-00058,광주광역시 남구 월..,특이사항 없음,수컷,중성화,코리안숏헤어|흰
4952,경기-광주-2024-00718,광주시 머루숯길 4..,길고양이,수컷,방사,한국고양이|검백색
4956,경기-광주-2024-00735,광주시 봉골길 22..,길고양이,암컷,방사,한국고양이|검백색
4960,광주-서구-2024-00216,화정동 1161,고환괴사,수컷,방사,"코숏|흰,검"
4964,서울-중랑-2024-00340,용마산로136길16..,없음,수컷,방사,코숏|흰색검정
4968,서울-중랑-2024-00339,용마산로136길16..,없음,수컷,방사,코숏|흰색검정줄무늬
4972,경남-마산-2024-00669,(회원동)회원동29..,없음,미상,포획,한국고양이|회색 흰색
4976,충남-아산-2024-00987,중앙공원로33번길 ..,없음,암컷,방사,치즈|치즈
4980,경기-남양주-2024-00999,지둔로 149-1,없음,수컷,방사,ksh|고등어 부분흰색
4984,서울-중랑-2024-00347,상봉1동주민센타,임신초기,암컷,방사,코숏|삼색
4988,경기-양평-2024-00587,경기도 양평군 양동..,영양상태가 다소 않..,수컷,방사,한국|고등어
4992,경기-양평-2024-00589,경기도 양평군 양동..,귀안의 상태가 좋지..,수컷,방사,한국|흑색
4996,경기-용인-2024-01051,전대로 37-10_..,없음,미상,포획,코숏|삼색
5000,경기-양평-2024-00586,경기도 양평군 양동..,몸에 상처나 부착물..,수컷,방사,한국|황색
5004,경기-용인-2024-01046,영문로 240_04..,없음,미상,포획,코숏|검흰
5008,서울-강북-2024-00289,삼양로51길22,비염,수컷,방사,한국고양이|흰/검
5012,경기-양평-2024-00588,경기도 양평군 양동..,꼬리 끝에 상처가 ..,수컷,방사,한국|황백
5016,서울-서대문-2024-00364,북아현로140,허피스감염 구내염 ..,수컷,방사,ksh|황색/흰색
5020,전북-군산-2024-00369,용둔길 12 금광베..,-,수컷,방사,코리안숏헤어|턱시도
5024,서울-서대문-2024-00363,북아현로140,허피스감염 구내염 ..,수컷,방사,ksh|황색/흰색
5028,서울-용산-2024-00231,이태원동 137-2..,고환이 없어서(중성..,수컷,포획,"길고양이|흰색, 갈색"
5032,서울-용산-2024-00229,후암동 미주아파트 ..,양호함,암컷,방사,코숏|진삼색
5036,전북-군산-2024-00370,용둔길 12 금광베..,-,수컷,방사,코리안숏헤어|고등어태비
5040,경남-거제-2024-00602,거제면 서정옥산 2..,없음,수컷,방사,코숏|고등어
5044,울산-울주-2024-00298,웅촌면 대복리 한솔..,얌전함,암컷,방사,코숏|흰검
5048,제주-제주-2024-01184,애월읍 장전리167..,없음,수컷,방사,한국고양이|턱시도
5052,서울-강북-2024-00287,강북보훈회관,이상없음,암컷,방사,한국고양이|삼색
5056,대구-수성-2024-00246,파동로 30길 6-..,양호,암컷,방사,코숏|고등어
5060,전북-전주-2024-01076,완산구 춘향로 51..,광견병/종합백신 접..,수컷,방사,KSH|검정
5064,충북-청주-2024-01119,내수읍 구성신화동길..,없음,수컷,방사,코숏|노랑 흰색
5068,경남-하동-2024-00047,경상남도 하동군 금..,없음,암컷,중성화,코숏|턱시도
5072,충북-청주-2024-01120,내수읍 구성신화동길..,없음,암컷,방사,코숏|노랑 흰색
5076,경남-통영-2024-00243,한산면 장곡길 56..,.,수컷,방사,코숏|치즈
5080,경남-하동-2024-00045,경상남도 하동군 금..,없음,암컷,방사,코숏|카오스
5084,경남-하동-2024-00046,경상남도 하동군 금..,없음,수컷,방사,코숏|고등어
5088,경남-통영-2024-00241,죽림 주공아파트,.,암컷,방사,코숏|카오스
5092,충남-서천-2024-00108,충청남도 서천군 서..,전신 검갈 줄무늬에..,암컷,방사,한국산고양이|3색
5096,서울-용산-2024-00227,용산구 이태원동 1..,임신중,암컷,방사,코숏|진삼색
5100,인천-동구-2024-00085,솔빛로54사회복지관..,새끼낳지못하게 포획..,암컷,방사,한국고양이|흰색+회색점
5104,충북-청주-2024-01117,율량동 힐타운 20..,없음,수컷,방사,코숏|노랑 흰색
5108,경남-합천-2024-00266,합천읍 중흥길 4-..,온순,수컷,방사,"한국고양이|흰색,검은색"
5112,대구-동구-2024-00142,대구시 동구 안심뉴..,수술전 사진에서 주..,암컷,방사,KSH|태비
5116,경기-의정부-2024-00306,서부로 롯데캐슬 건..,컨베니아,암컷,방사,ksh|삼색
5120,대구-수성-2024-00244,파동로 84,양호,암컷,방사,"코숏|검정,갈색"
5124,인천-동구-2024-00080,솔빛로54사회복지관..,새끼낳지못하게 포획..,수컷,방사,한국고양이|노랑(치즈테비)
5128,대구-동구-2024-00140,대구시 동구 반야월..,건강 양호,수컷,방사,KSH|젖소
5132,대구-동구-2024-00139,대구시 동구 반야월..,양호,수컷,방사,KSH|고등어
5136,경남-거제-2024-00601,둔덕면 내평마을공원..,없음,수컷,방사,코숏|황색
5140,충남-천안-2024-00726,두정동 1597,없음,암컷,방사,코숏|검정+노랑+흰색
5144,경기-고양-2024-00525,통일로1102번길,,수컷,방사,ksh|젖소
5148,대구-동구-2024-00144,대구시 동구 옻골로..,상태 양호,수컷,방사,코리안숏헤어|흰색/고등어태비
5152,경기-고양-2024-00523,고골길45-11,임신,암컷,방사,ksh|흰색
5156,대구-동구-2024-00145,대구시 동구 옻골로..,상태 양호,수컷,방사,코리안숏헤어|치즈태비
5160,전북-전주-2024-01075,흑석1길 54,종합/광견병백신,수컷,방사,KSH|흰색
5164,경기-고양-2024-00524,풍동140-5,,암컷,방사,ksh|삼색
5168,대전-유성-2024-00193,스마트시티 2  (..,없음,암컷,방사,KSH|삼색
5172,대전-중구-2024-00073,중구 대둔산로 49..,없음,수컷,방사,Korean short hair|검정/흰색
5176,경남-고성-2024-00858,배둔리 천리교회,겁이 많다,수컷,방사,코리안숏헤어|노란색 흰색 검은색
5180,경기-고양-2024-00522,고골길36,,암컷,방사,ksh|카오스
5184,강원-삼척-2024-00169,방재로5,없슴,수컷,방사,코숏|흑색
5188,경기-고양-2024-00521,고골길45-11,,암컷,방사,ksh|흰색
5192,제주-제주-2024-01171,이도이동 구남로2길..,턱시도,수컷,방사,K/S|젖소
5196,대구-수성-2024-00240,용학로 35길 62..,.,암컷,방사,코숏|삼색
5200,대전-유성-2024-00192,유성대로 783,없음,수컷,방사,KSH|고등어색
