,사업지역(시군구),포획일자,포획장소,몸무게(kg),성별,상태,TNR일자,TNR병원,방사일자,방사장소,방사포획일치
2712,남구,2023-08-25,대구광역시 남구 앞산순환로63길 66-5 (대명동),2.74,암컷,방사,2023-08-25,리더스동물병원,2023-08-28,대구광역시 남구 앞산순환로63길 66-5 (대명동),True
2713,달서구,2023-08-25,대구광역시 달서구 달구벌대로 1429-3 (장기동),2.28,암컷,방사,2023-08-25,본리종합동물병원,2023-08-28,대구광역시 달서구 달구벌대로 1429-3 (장기동),True
2714,달성군,2023-08-25,상원리787-6,4.1,암컷,방사,2023-08-25,동인동물병원,2023-08-28,상원ㄹ 787-6,True
2715,달성군,2023-08-25,상원리787-6,3.0,암컷,방사,2023-08-25,동인동물병원,2023-08-28,상원리 787-6,True
2716,군위군,2023-08-25,군위읍 외량리,4.1,수컷,방사,2023-08-25,군위종합동물병원,2023-08-26,군위읍 외량리,True
2717,달서구,2023-08-25,상인로5길 36,3.0,암컷,방사,2023-08-25,동행동물병원,2023-08-28,상인로5길36,True
2718,북구,2023-08-25,북구 대현로10길27,4.0,수컷,방사,2023-08-25,북부동물병원,2023-08-26,북구 대현로10길27,True
2719,군위군,2023-08-25,군위읍 정리,3.2,수컷,방사,2023-08-25,군위종합동물병원,2023-08-26,군위읍 정리,True
2720,동구,2023-08-24,대구광역시 동구 도평로 101,2.0,암컷,방사,2023-08-24,동대구동물의료센터,2023-08-28,대구광역시 동구 도평로 101,True
2721,동구,2023-08-24,대구광역시 동구 도평로 101,2.0,수컷,방사,2023-08-24,동대구동물의료센터,2023-08-25,대구광역시 동구 도평로 101,True
2722,동구,2023-08-24,대구광역시 동구 팔공로 26길 73,2.0,수컷,방사,2023-08-24,동대구동물의료센터,2023-08-25,대구광역시 동구 팔공로 26길 73,True
2723,달서구,2023-08-24,대구광역시 달서구 상화로 380,2.11,수컷,방사,2023-08-24,수목원동물병원,2023-08-26,대구광역시 달서구 상화로 380	,True
2724,달성군,2023-08-24,테크노중앙대로 326-55 인근,4.0,암컷,방사,2023-08-24,현풍동물병원,2023-08-27,테크노중앙대로 326-55 인근,True
2725,군위군,2023-08-24,군위읍 오천리,3.0,암컷,방사,2023-08-24,군위종합동물병원,2023-08-27,군위읍 오천리,True
2726,북구,2023-08-23,북구 관음중앙로 9길 5-9,3.8,암컷,방사,2023-08-23,강동물병원,2023-08-26,관음중앙로 9길5-9,True
2727,동구,2023-08-23,대구광역시 동구 해동로 15-17,4.9,수컷,방사,2023-08-23,동대구동물의료센터,2023-08-24,대구광역시 동구 해동로 15-17,True
2728,달서구,2023-08-23,대구 달서구 월곡로51길 23-19,2.46,암컷,방사,2023-08-23,애플동물병원,2023-08-26,대구 달서구 월곡로51길 23-19,True
2729,동구,2023-08-23,대구광역시 동구 송라로 32-2,4.3,암컷,방사,2023-08-23,동대구동물의료센터,2023-08-26,대구광역시 동구 송라로 32-2,True
2730,북구,2023-08-23,북구 대현로10길27,3.3,암컷,방사,2023-08-23,북부동물병원,2023-08-26,북구 대현로10길27,True
2731,달성군,2023-08-23,테크노중앙대로 326-55 인근,2.0,암컷,방사,2023-08-23,현풍동물병원,2023-08-26,테크노중앙대로 326-55 인근,True
2732,달성군,2023-08-23,대구 달성군 다사읍 달구벌대로 893,4.0,암컷,방사,2023-08-23,119동물병원,2023-08-26,대구 달성군 다사읍 달구벌대로 893,True
2733,달성군,2023-08-23,테크노중앙대로 326-55 인근,2.0,암컷,방사,2023-08-23,현풍동물병원,2023-08-26,테크노중앙대로 326-55 인근,True
2734,서구,2023-08-23,서구 평리동 682-7 일대,3.7,암컷,방사,2023-08-23,대구시수의사회(보경),2023-08-26,서구 평리동 682-7 일대,True
2735,달서구,2023-08-22,대구시 달서구 중흥로 16길 39,3.0,암컷,방사,2023-08-22,두류동물병원,2023-08-25,달서구 증흥로 16길 39,True
2736,달성군,2023-08-22,논공로437,5.0,수컷,방사,2023-08-22,동행동물병원,2023-08-23,논공로437,True
2737,동구,2023-08-22,대구광역시 동구 해동로 15-17,4.4,수컷,방사,2023-08-22,동대구동물의료센터,2023-08-23,대구광역시 동구 해동로 15-17,True
2738,동구,2023-08-22,대구광역시 동구 해동로 15-17,4.9,수컷,방사,2023-08-22,동대구동물의료센터,2023-08-23,대구광역시 동구 해동로 15-17,True
2739,동구,2023-08-22,대구광역시 동구 해동로 15-17,4.8,수컷,방사,2023-08-22,동대구동물의료센터,2023-08-23,대구광역시 동구 해동로 15-17,True
2740,북구,2023-08-22,북구 복현로36길22,3.5,암컷,방사,2023-08-22,북부동물병원,2023-08-25,북구 복현로36길22,True
2741,북구,2023-08-22,북구 복현로36길22,3.6,암컷,방사,2023-08-22,북부동물병원,2023-08-25,북구 복현로36길22,True
2742,북구,2023-08-22,북구 침산남로130,5.0,수컷,방사,2023-08-22,북부동물병원,2023-08-23,북구 침산남로130,True
2743,달성군,2023-08-22,테크노중앙대로 326-55 인근,2.0,수컷,방사,2023-08-22,현풍동물병원,2023-08-23,테크노중앙대로 326-55 인근,True
2744,북구,2023-08-22,북구 복현로36길22,4.7,암컷,방사,2023-08-22,북부동물병원,2023-08-25,북구 복현로36길22,True
2745,군위군,2023-08-22,군위읍 대북리,2.8,암컷,방사,2023-08-22,군위종합동물병원,2023-08-25,군위읍 대북리,True
2746,서구,2023-08-22,서구 평리동 682-7 일대,5.2,수컷,방사,2023-08-22,대구시수의사회(보경),2023-08-23,서구 평리동 682-7 일대,True
2747,달서구,2023-08-21,상화로380,3.2,암컷,방사,2023-08-21,동행동물병원,2023-08-24,상화로380,True
2748,달서구,2023-08-21,상화로380,5.0,수컷,방사,2023-08-21,동행동물병원,2023-08-22,상화로380,True
2749,서구,2023-08-21,비산동1256-11,3.5,암컷,방사,2023-08-21,대구시수의사회(삼성),2023-08-24,비산동1256-11,True
2750,달서구,2023-08-21,대구시 달서구 성당동 야외음악당로 11길37,3.25,암컷,방사,2023-08-21,세림종합동물병원,2023-08-24,대구시 달서구 성당동 야외음악당로 11길37,True
2751,달서구,2023-08-21,대구 달서구 월곡로51길 23-19,2.86,암컷,방사,2023-08-21,애플동물병원,2023-08-25,대구 달서구 월곡로51길 23-19,True
2752,서구,2023-08-21,비산동2041-1,2.5,암컷,방사,2023-08-21,대구시수의사회(더펫),2023-08-25,비산동2041-1,True
2753,서구,2023-08-21,평리동 682-7,4.5,수컷,방사,2023-08-21,대구시수의사회(평리),2023-08-22,평리동 682-7,True
2754,서구,2023-08-21,평리동682-7,4.0,암컷,방사,2023-08-21,대구시수의사회(삼성),2023-08-24,평리동682-7,True
2755,달성군,2023-08-21,가창로 1037,2.1,암컷,방사,2023-08-21,동인동물병원,2023-08-24,가창로 1037,True
2756,달성군,2023-08-21,가창로1037,2.1,암컷,방사,2023-08-21,동인동물병원,2023-08-24,가창로 1037,True
2757,달서구,2023-08-21,대구광역시 달서구 월곡로51길 23-19 (상인동),3.2,수컷,방사,2023-08-21,초록동물병원,2023-08-22,대구광역시 달서구 월곡로51길 23-19,True
2758,북구,2023-08-21,대구시 북구 연암로 35길 11-7,2.0,암컷,방사,2023-08-21,가나동물병원,2023-08-24,대구시 북구 연암로 35길 11-7,True
2759,북구,2023-08-21,대구시 북구 연암로 35길 11-7,2.8,수컷,방사,2023-08-21,가나동물병원,2023-08-22,대구시 북구 연암로 35길 11-7,True
2760,북구,2023-08-21,대구시 북구 연암로 35길 11-7,2.2,암컷,방사,2023-08-21,가나동물병원,2023-08-24,대구시 북구 연암로 35길 11-7,True
2761,북구,2023-08-21,대구시 북구 연암로 35길 11-7,2.7,수컷,방사,2023-08-21,가나동물병원,2023-08-22,대구시 북구 연암로 35길 11-7,True
2762,북구,2023-08-21,대구시 북구 연암로 35길 11-7,2.5,암컷,방사,2023-08-21,가나동물병원,2023-08-24,대구시 북구 연암로 35길 11-7,True
2763,서구,2023-08-21,비산동2041-1,2.7,암컷,방사,2023-08-21,대구시수의사회(더펫),2023-08-25,비산동2041-1,True
2764,남구,2023-08-19,대구 남구 대경길 67-5,3.6,수컷,방사,2023-08-19,독사랑동물병원,2023-08-21,대구 남구 대경길 67-5,True
2765,군위군,2023-08-19,의흥면 백련길,4.1,암컷,방사,2023-08-19,군위종합동물병원,2023-08-24,의흥면 백련길,True
2766,달서구,2023-08-18,대구 달서구 월곡로51길 23-19,3.86,암컷,방사,2023-08-18,애플동물병원,2023-08-21,대구 달서구 월곡로51길 23-19,True
2767,서구,2023-08-18,평리로50길 36,4.12,수컷,방사,2023-08-18,대구수의사회(아이펫),2023-08-19,평리로50길 36,True
2768,북구,2023-08-18,관음동로 9길 3-16,2.1,암컷,방사,2023-08-18,강동물병원,2023-08-21,관음동로 9길 3-16,True
2769,달성군,2023-08-18,현풍로6길5,4.5,수컷,방사,2023-08-18,동행동물병원,2023-08-19,현풍로6길5,True
2770,남구,2023-08-17,대구 남구 대경길 67-5,4.2,암컷,방사,2023-08-17,독사랑동물병원,2023-08-21,대구 남구 대경길 67-5,True
2771,북구,2023-08-17,북구 칠성로25-12,4.5,수컷,방사,2023-08-17,북부동물병원,2023-08-18,북구 칠성로25-12,True
2772,서구,2023-08-17,국채보상로66길 17-34,4.64,수컷,방사,2023-08-17,대구수의사회(아이펫),2023-08-18,국채보상로66길 17-34,True
2773,군위군,2023-08-17,산성면 백학길,3.0,수컷,방사,2023-08-17,군위종합동물병원,2023-08-21,산성면 백학길,True
2774,달성군,2023-08-16,논공로437,5.0,수컷,방사,2023-08-16,동행동물병원,2023-08-17,논공로 437,True
2775,달서구,2023-08-16,대구 달서구 월곡로51길 23-19,3.18,암컷,방사,2023-08-16,애플동물병원,2023-08-21,대구 달서구 월곡로51길 23-19,True
2776,달서구,2023-08-16,대구 달서구 월곡로51길 23-19,2.86,암컷,방사,2023-08-16,애플동물병원,2023-08-21,대구 달서구 월곡로51길 23-19,True
2777,남구,2023-08-16,대구광역시 남구 대경길 67-5 (대명동),4.65,수컷,방사,2023-08-16,리더스동물병원,2023-08-17,대구광역시 남구 대경길 67-5 (대명동),True
2778,달서구,2023-08-16,대구 달서구 월곡로51길 23-19,3.72,암컷,방사,2023-08-16,애플동물병원,2023-08-19,대구 달서구 월곡로51길 23-19,True
2779,달성군,2023-08-16,가창면단산리 500,3.5,암컷,방사,2023-08-16,동인동물병원,2023-08-19,가창면 단산리 500,True
2780,서구,2023-08-16,국채보상로66길17-34,4.5,암컷,방사,2023-08-16,대구시수의사회(삼성),2023-08-19,국채보상로66길17-34,True
2781,군위군,2023-08-16,효령면 장군리,5.0,수컷,방사,2023-08-16,군위종합동물병원,2023-08-19,효령면 장군리,True
2782,북구,2023-08-15,북구 연암로12길6-18,2.0,수컷,방사,2023-08-15,북부동물병원,2023-08-16,북구 연암로12길6-18,True
2783,북구,2023-08-15,북구 연암로12길6-18,3.5,암컷,방사,2023-08-15,북부동물병원,2023-08-18,북구 연암로12길6-18,True
2784,북구,2023-08-15,북구 연암로12길6-18,3.0,암컷,방사,2023-08-15,북부동물병원,2023-08-18,북구 연암로12길6-18,True
2785,북구,2023-08-15,북구 연암로12길6-18,4.0,암컷,방사,2023-08-15,북부동물병원,2023-08-18,북구 연암로12길6-18,True
2786,달서구,2023-08-15,달서구 월곡로 51길 23,5.3,수컷,방사,2023-08-15,어진종합동물병원,2023-08-16,달서구 월곡로 51길 23,True
2787,달서구,2023-08-15,대구광역시 달서구 학산로 15 (월성동 월성서한이다음),3.5,암컷,방사,2023-08-15,동행동물병원,2023-08-18,학산로15,True
2788,달서구,2023-08-15,대구광역시 달서구 학산로 15 (월성동 월성서한이다음),4.0,수컷,방사,2023-08-15,동행동물병원,2023-08-16,학산로15,True
2789,북구,2023-08-15,북구 칠성로25-12,3.0,암컷,방사,2023-08-15,북부동물병원,2023-08-18,북구 칠성로25-12,True
2790,동구,2023-08-15,대구광역시 동구 팔공로 37길 23-8,3.2,암컷,방사,2023-08-15,동대구동물의료센터,2023-08-18,대구광역시 동구 팔공로 37길 23-8,True
2791,서구,2023-08-15,국채보상로66길 17-3,4.1,수컷,방사,2023-08-15,대구수의사회(아이펫),2023-08-16,국채보상로66길 17-3,True
2792,달서구,2023-08-14,대구광역시 달서구 학산로 15 (월성동 월성서한이다음),3.5,암컷,방사,2023-08-14,동행동물병원,2023-08-18,학산로15,True
2793,달서구,2023-08-14,대구 달서구 상화로 371,3.96,암컷,방사,2023-08-14,애플동물병원,2023-08-17,대구 달서구 상화로 371,True
2794,동구,2023-08-14,대구광역시 동구  팔공로 37길 23-8,2.9,암컷,방사,2023-08-14,동대구동물의료센터,2023-08-17,대구광역시 동구 팔공로 37길 23-8,True
2795,남구,2023-08-14,대구 남구 중앙대로 31길 87-3,4.2,암컷,방사,2023-08-14,독사랑동물병원,2023-08-17,대구 남구 중앙대로 31길 87-3,True
2796,달서구,2023-08-14,대구시달서구 야외음악당로 8길 31-2,3.3,암컷,방사,2023-08-14,두류동물병원,2023-08-17,달서구 야외음악당로 8길 31-2,True
2797,달서구,2023-08-14,달서구 월곡로 51길 23,3.5,수컷,방사,2023-08-14,어진종합동물병원,2023-08-15,달서구 월곡로 51길 23,True
2798,달성군,2023-08-14,테크노중앙대로 326-55 인근,3.0,수컷,방사,2023-08-14,현풍동물병원,2023-08-15,테크노중앙대로 326-55 인근,True
2799,동구,2023-08-14,대구광역시 동구 팔공로 37길 23-8,2.9,암컷,방사,2023-08-14,동대구동물의료센터,2023-08-17,대구광역시 동구 팔공로 37길 23-8,True
2800,달성군,2023-08-12,가창면 가창로 1037,2.1,수컷,방사,2023-08-12,동인동물병원,2023-08-14,가창로 1037,True
2801,달성군,2023-08-11,대구광역시 달성군 논공읍 비슬로350길 47 ,6.1,수컷,방사,2023-08-11,동행동물병원,2023-08-12,논공읍 비슬로 350길 47,True
2802,달성군,2023-08-11,대구 달성군 다사읍 달구벌대로 893,5.0,수컷,방사,2023-08-11,119동물병원,2023-08-12,대구 달성군 다사읍 달구벌대로 893,True
2803,서구,2023-08-10,서대구로34길 2,4.2,수컷,방사,2023-08-10,대구시수의사회(평리),2023-08-12,서대구로34길 2,True
2804,서구,2023-08-10,서구 큰장로 109-15일대,3.0,암컷,방사,2023-08-10,대구시수의사회(보경),2023-08-14,서구 큰장로 109-15일대,True
2805,달성군,2023-08-09,용연사길 152,4.8,수컷,방사,2023-08-09,동행동물병원,2023-08-10,용연사길152,True
2806,서구,2023-08-09,평리로17길8,4.5,수컷,방사,2023-08-09,대구시수의사회(더펫),2023-08-10,평리로17길8,True
2807,서구,2023-08-09,평리로17길 8,3.8,암컷,방사,2023-08-09,대구시수의사회(평리),2023-08-12,평리로17길 8,True
2808,서구,2023-08-09,서대구로34길2,4.5,수컷,방사,2023-08-09,대구시수의사회(삼성),2023-08-10,서대구로34길2,True
2809,서구,2023-08-08,상리동441-3,3.0,수컷,방사,2023-08-08,대구시수의사회(더펫),2023-08-09,상리동441-3,True
2810,달성군,2023-08-08,비슬로350길47,4.0,암컷,방사,2023-08-08,동행동물병원,2023-08-11,비슬로350길47,True
2811,달성군,2023-08-08,테크노북로2길10,4.0,암컷,방사,2023-08-08,동행동물병원,2023-08-11,현풍읍 테크노북로 2길 10,True
2812,달성군,2023-08-08,하빈면 달구벌대로 158 ,5.0,수컷,방사,2023-08-08,119동물병원,2023-08-10,하빈면 달구벌대로 158 ,True
2813,서구,2023-08-08,평리로17길 8,3.8,수컷,방사,2023-08-08,대구시수의사회(평리),2023-08-09,펑리로17길 8,True
2814,달성군,2023-08-07,논공읍 비슬로 350길 47,3.8,암컷,방사,2023-08-07,동행동물병원,2023-08-10,논공읍 비슬로 350길 47,True
2815,달성군,2023-08-07,가창로1037,4.1,수컷,방사,2023-08-07,동인동물병원,2023-08-09,가창로 1037,True
2816,달성군,2023-08-07,하빈면 하빈로 140길 43-62,4.0,암컷,방사,2023-08-07,119동물병원,2023-08-10,하빈면 하빈로 140길 43-62,True
2817,달성군,2023-08-07, 다사읍 달구벌대로 893 ,5.0,수컷,방사,2023-08-07,119동물병원,2023-08-08,대구 달성군 다사읍 달구벌대로 893,True
2818,서구,2023-08-07,서구 평리로17길 8일대,3.3,암컷,방사,2023-08-07,대구시수의사회(보경),2023-08-11,서구 평리로17길 8일대,True
2819,달성군,2023-08-02,현풍서로114,3.8,암컷,방사,2023-08-02,동행동물병원,2023-08-05,현풍서로114,True
2820,서구,2023-07-31,서구 큰장로 109-15일대,4.0,암컷,방사,2023-07-31,대구시수의사회(보경),2023-08-03,서구 큰장로 109-15일대,True
2821,달성군,2023-07-31,금포리47,3.2,암컷,방사,2023-07-31,동행동물병원,2023-08-03,금포리47,True
2822,동구,2023-07-29,대구시 동구 반야월북로 53길 14,2.2,수컷,방사,2023-07-29,앨리스동물병원,2023-08-01,대구시 동구 반야월북로 53길 14,True
2823,동구,2023-07-29,대구시 동구 반야월북로 53길 14,3.78,암컷,방사,2023-07-29,앨리스동물병원,2023-08-01,대구시 동구 반야월북로 53길 14,True
2824,달서구,2023-07-28,대구광역시 달서구 조암남로16길 20 (월성동 월성코오롱하늘채아파트 2단지),3.5,수컷,방사,2023-07-28,동행동물병원,2023-07-29,조암남로 16길 20,True
2825,달서구,2023-07-28,대구광역시 달서구 조암남로16길 20 (월성동 월성코오롱하늘채아파트 2단지),2.7,암컷,방사,2023-07-28,동행동물병원,2023-07-31,조암남로 16길 20,True
2826,달서구,2023-07-28,대구광역시 달서구 조암남로16길 19 (월성동 월성코오롱하늘채아파트 2단지),5.5,수컷,방사,2023-07-28,애플동물병원,2023-07-29,대구광역시 달서구 조암남로16길 19 (월성동 월성코오롱하늘채아파트 2단지),True
2827,달서구,2023-07-28,대구광역시 달서구 조암남로16길 20 (월성동 월성코오롱하늘채아파트 2단지),2.6,암컷,방사,2023-07-28,동행동물병원,2023-07-31,조암남로 16길 20,True
2828,동구,2023-07-28,대구시 동구 반야월북로 53길 14,3.78,수컷,방사,2023-07-28,앨리스동물병원,2023-07-29,대구시 동구 반야월북로 53길 14,True
2829,달성군,2023-07-28,대구 달성군 다사읍 달구벌대로 893,5.0,수컷,방사,2023-07-28,119동물병원,2023-07-29,대구 달성군 다사읍 달구벌대로 893,True
2830,남구,2023-07-28,대구 남구 대봉로 30길 46,4.1,수컷,방사,2023-07-28,독사랑동물병원,2023-07-29,대구 남구 대봉로 30길 46,True
2831,동구,2023-07-27,대구시 동구 반야월북로 53길 14,3.68,암컷,방사,2023-07-27,앨리스동물병원,2023-07-31,대구시 동구 반야월북로 53길 14,True
2832,남구,2023-07-27,대구 남구  대봉로 30길 46,4.2,수컷,방사,2023-07-27,독사랑동물병원,2023-07-28,대구 남구  대봉로 30길 46,True
2833,북구,2023-07-27,대구시 북구 동북로 163,4.2,수컷,방사,2023-07-27,가나동물병원,2023-07-28,대구시 북구 동북로 163,True
2834,서구,2023-07-27,서구 큰장로 109-15일대,3.4,암컷,방사,2023-07-27,대구시수의사회(보경),2023-07-31,서구 큰장로 109-15일대,True
2835,달서구,2023-07-26,대구광역시 달서구 상화로 371 (상인동 상인비둘기1단지아파트),2.9,암컷,방사,2023-07-26,애플동물병원,2023-07-29,대구광역시 달서구 상화로 371 (상인동 상인비둘기1단지아파트),True
2836,달서구,2023-07-26,대구광역시 달서구 상화로 371 (상인동 상인비둘기1단지아파트),3.3,암컷,방사,2023-07-26,애플동물병원,2023-07-29,대구광역시 달서구 상화로 371 (상인동 상인비둘기1단지아파트),True
2837,동구,2023-07-26,대구시 동구 반야월북로 53길 14,3.94,수컷,방사,2023-07-26,앨리스동물병원,2023-07-27,대구시 동구 반야월북로 53길 14,True
2838,북구,2023-07-26,대구시 북구 유통단지로 7길 33,4.2,암컷,방사,2023-07-26,가나동물병원,2023-07-29,대구시 북구 유통단지로 7길 33,True
2839,동구,2023-07-26,대구광역시 동구 효신로 5길 27-34,3.5,암컷,방사,2023-07-26,동대구동물의료센터,2023-07-29,대구광역시 동구 효신로 5길 27-34,True
2840,남구,2023-07-26,대구 남구 대봉로 30길 46,3.6,암컷,방사,2023-07-26,독사랑동물병원,2023-07-29,대구 남구  대봉로 30길 46,True
2841,동구,2023-07-26,대구광역시 동구 팔공로 333-8,3.9,암컷,방사,2023-07-26,동대구동물의료센터,2023-07-29,대구광역시 동구 333-8,True
2842,동구,2023-07-26,대구시 동구 반야월북로 53길 14,4.3,수컷,방사,2023-07-26,앨리스동물병원,2023-07-27,대구시 동구 반야월북로 53길 14,True
2843,달성군,2023-07-25,화원읍 성산리 313-1,3.5,암컷,방사,2023-07-25,동행동물병원,2023-07-28,화원읍 성산리 313-1,True
2844,달성군,2023-07-25,현풍서로64,2.5,암컷,방사,2023-07-25,동행동물병원,2023-07-28,현풍서로64,True
2845,북구,2023-07-25,북구 양지마을길 55,2.7,암컷,방사,2023-07-25,강동물병원,2023-07-28,북구 양지마을길 55,True
2846,남구,2023-07-25,대구광역시 남구 장전1길 108 (대명동 장원빌라),5.15,수컷,방사,2023-07-25,리더스동물병원,2023-07-26,대구광역시 남구 장전1길 108 (대명동 장원빌라),True
2847,서구,2023-07-25,원대로13길36-15,3.5,암컷,방사,2023-07-25,대구시수의사회(더펫),2023-07-28,원대로13길36-15,True
2848,북구,2023-07-25,북구 침산남로7길10,2.0,암컷,방사,2023-07-25,북부동물병원,2023-07-28,북구 침산남로7길10,True
2849,달성군,2023-07-25,대구 달성군 다사읍 달구벌대로 893,4.0,암컷,방사,2023-07-25,119동물병원,2023-07-28,대구 달성군 다사읍 달구벌대로 893,True
2850,북구,2023-07-25,북구 침산남로7길10,3.5,암컷,방사,2023-07-25,북부동물병원,2023-07-28,북구 침산남로7길10,True
2851,서구,2023-07-25,평리로350-1,4.5,암컷,방사,2023-07-25,대구시수의사회(삼성),2023-07-28,평리로350-1,True
2852,달서구,2023-07-24,달서구 성서공단로39길87,2.7,암컷,방사,2023-07-24,온누리동물병원,2023-07-27,달서구 성서공단로39길87,True
2853,남구,2023-07-24,대구광역시 남구 성당로 162-1 (대명동),3.74,암컷,방사,2023-07-24,리더스동물병원,2023-07-27,대구광역시 남구 성당로 162-1 (대명동)	,True
2854,남구,2023-07-24,대구 남구 대명서4길 95,3.9,암컷,방사,2023-07-24,독사랑동물병원,2023-07-27,대구 남구 대명서4길 95,True
2855,달서구,2023-07-24,달서구 성서공단로39길87,2.4,암컷,방사,2023-07-24,온누리동물병원,2023-07-27,달서구 성서공단로39길87,True
2856,북구,2023-07-24,북구 침산남로7길10,3.5,암컷,방사,2023-07-24,북부동물병원,2023-07-27,북구 침산남로7길10,True
2857,달성군,2023-07-24,유가읍 달창로 391 인근,2.0,암컷,방사,2023-07-24,현풍동물병원,2023-07-27,유가읍 달창로 391 인근,True
2858,달서구,2023-07-22,월배로131-5,4.0,암컷,방사,2023-07-22,동행동물병원,2023-07-25,월배로131-5,True
2859,달성군,2023-07-22,논공읍 금포리 47,3.6,수컷,방사,2023-07-22,동행동물병원,2023-07-23,논공읍 금포리 47,True
2860,남구,2023-07-22,대구 남구 큰골길 7,3.9,암컷,방사,2023-07-22,독사랑동물병원,2023-07-25,대구 남구 큰골길 7,True
2861,남구,2023-07-21,대구광역시 남구 성당시장길 102 (대명동),3.47,암컷,방사,2023-07-21,리더스동물병원,2023-07-24,대구광역시 남구 성당시장길 102 (대명동),True
2862,남구,2023-07-21,대구광역시 남구 성당시장길 102 (대명동),3.16,암컷,방사,2023-07-21,리더스동물병원,2023-07-24,대구광역시 남구 성당시장길 102 (대명동),True
2863,남구,2023-07-21,대구 남구 큰골길 7,3.4,암컷,방사,2023-07-21,독사랑동물병원,2023-07-24,대구 남구 큰골길 7,True
2864,남구,2023-07-21,대구 남구 큰골길 7,5.0,수컷,방사,2023-07-21,독사랑동물병원,2023-07-22,대구 남구 큰골길 7,True
2865,동구,2023-07-21,대구광역시 동구 팔공로 275길 70,3.3,암컷,방사,2023-07-21,동대구동물의료센터,2023-07-26,대구광역시 동구 팔공로 275길 70,True
2866,동구,2023-07-21,대구광역시 동구 팔공로 275길 70,6.0,수컷,방사,2023-07-21,동대구동물의료센터,2023-07-26,대구광역시 동구 팔공로 275길 70,True
2867,북구,2023-07-21,북구 대현로16길9,4.0,수컷,방사,2023-07-21,북부동물병원,2023-07-22,북구 대현로16길 9,True
2868,북구,2023-07-20,북구 노원동로16-1,3.0,암컷,방사,2023-07-20,북부동물병원,2023-07-24,북구 노원동로16-1,True
2869,군위군,2023-07-20,군위읍 동부리,5.1,수컷,방사,2023-07-20,군위종합동물병원,2023-07-22,군위군 군위읍 동부리,True
2870,동구,2023-07-20,대구광역시 동구 팔공로 275길 70,3.3,암컷,방사,2023-07-20,동대구동물의료센터,2023-07-26,대구광역시 동구 팔공로 275길 70,True
2871,군위군,2023-07-20,군위읍 동부리,4.8,수컷,방사,2023-07-21,군위종합동물병원,2023-07-22,군위군 군위읍 동부리,True
2872,동구,2023-07-20,대구광역시 동구 능성길 18,3.1,수컷,방사,2023-07-20,동대구동물의료센터,2023-07-21,대구광역시 동구 능성길 18,True
2873,달성군,2023-07-20,테크노중앙대로 326-55 인근,2.5,암컷,방사,2023-07-20,현풍동물병원,2023-07-23,테크노중앙대로 326-55 인근,True
2874,달성군,2023-07-20,테크노중앙대로 326-55 인근,2.5,암컷,방사,2023-07-20,현풍동물병원,2023-07-23,테크노중앙대로 326-55 인근,True
2875,달성군,2023-07-20,테크노중앙대로 326-55 인근,2.4,암컷,방사,2023-07-20,현풍동물병원,2023-07-23,테크노중앙대로 326-55 인근,True
2876,달서구,2023-07-19,상인로128,2.5,암컷,방사,2023-07-19,동행동물병원,2023-07-22,상인로128,True
2877,서구,2023-07-19,평리푸르지오,3.0,암컷,방사,2023-07-19,대구시수의사회(삼성),2023-07-22,평리푸르지오,True
2878,달성군,2023-07-19,다사읍 서재로 12길 41-16,4.0,암컷,방사,2023-07-19,119동물병원,2023-07-22,다사읍 서재로 12길 41-16,True
2879,달성군,2023-07-19,가창로 75길13,3.1,암컷,방사,2023-07-19,동인동물병원,2023-07-22,가창로 75길13,True
2880,달성군,2023-07-19,테크노중앙대로 326-55 인근,3.0,암컷,방사,2023-07-19,현풍동물병원,2023-07-22,테크노중앙대로 326-55 인근,True
2881,달성군,2023-07-19,테크노중앙대로 326-55 인근,3.0,암컷,방사,2023-07-19,현풍동물병원,2023-07-22,테크노중앙대로 326-55 인근,True
2882,달성군,2023-07-19,테크노중앙대로 326-55 인근,3.0,암컷,방사,2023-07-19,현풍동물병원,2023-07-22,테크노중앙대로 326-55 인근,True
2883,서구,2023-07-19,큰장로 109-15,3.42,암컷,방사,2023-07-19,대구수의사회(아이펫),2023-07-22,큰장로 109-15,True
2884,북구,2023-07-18,북구 양지마을길 55,4.2,수컷,방사,2023-07-18,강동물병원,2023-07-19,북구 양지마을길 55,True
2885,달서구,2023-07-18,달서구 상화로19길 6-5,4.8,수컷,방사,2023-07-18,애플동물병원,2023-07-19,달서구 상화로19길 6-5,True
2886,달성군,2023-07-18,가창 우록길 79-58,3.1,암컷,방사,2023-07-18,동인동물병원,2023-07-21,가창 우록길 79-58,True
2887,달성군,2023-07-18,가창 우록길 79-58,3.1,암컷,방사,2023-07-18,동인동물병원,2023-07-21,가창 우록길 79-58,True
2888,달성군,2023-07-18,가창로 1037,3.5,암컷,방사,2023-07-18,동인동물병원,2023-07-21,가창로 1037,True
2889,북구,2023-07-18,북구 대현로39,3.8,수컷,방사,2023-07-18,북부동물병원,2023-07-19,북구 대현로39,True
2890,달서구,2023-07-17,상인로128,4.5,수컷,방사,2023-07-17,동행동물병원,2023-07-19,상인로 128,True
2891,북구,2023-07-17,북구 대현로39,2.0,수컷,방사,2023-07-17,북부동물병원,2023-07-18,북구 대현로39,True
